,Unnamed: 0,ISBN,Book-Rating,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Content
248,252,0425169863,1.837209302325581,Point of Origin,Patricia Daniels Cornwell,1999,Berkley Publishing Group,http://images.amazon.com/images/P/0425169863.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425169863.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425169863.01.LZZZZZZZ.jpg,"
The clues to a series of remorseless killings go up in smoke—and only Kay Scarpetta can find them in this #1 New York Times bestseller from Patricia Cornwell.

“Sears its way into the psyche…Ablaze with Cornwell’s finest, scariest writing.”—Atlanta Journal Constitution

The devastating fire tore through the horse farm, destroying everything it touched. Picking through the wreckage, Dr. Kay Scarpetta uncovers human remains—the work of an audacious and wily killer who uses fire to mask his brutal murders. And when Scarpetta learns that her old nemesis, Carrie Grethen, has escaped from a hospital for the criminally insane and is somehow involved, the investigation becomes personal. Tragedy strikes close to home. And Scarpetta must match Grethen’s every move with one of her own to douse the inferno of evil that threatens everyone around her...

Includes an Introduction by the Author
Point of Origin is a crime fiction novel by Patricia Cornwell. It is the ninth book in the Dr. Kay Scarpetta series.
"
249,253,0425144429,1.836065573770492,Mr. Murder,Dean R. Koontz,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425144429.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425144429.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425144429.01.LZZZZZZZ.jpg,"
#1 New York Times bestselling author Dean Koontz delivers a gripping novel of a man accused of stealing not just someone’s identity, but his entire life...

A big house. A beautiful wife. Two happy and healthy children. It’s a nice life that writer Martin Stillwater has made for himself. But he can’t shake this feeling of impending disaster.

One bad moment on an otherwise fine day has put Marty on a collision course with a killer—a man with a mere shadow of an identity who is desperately searching for something more...

Martin’s home. Martin’s family. Martin’s life.
Mr. Murder is a horror novel by the best-selling author Dean Koontz, released in 1993.
"
250,254,0446610399,1.8356164383561644,The Rescue,Nicholas Sparks,2001,Warner Books,http://images.amazon.com/images/P/0446610399.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446610399.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446610399.01.LZZZZZZZ.jpg,"
How do you learn to trust again? Denise Hilton, a young single mother, is driving through Edenton, North Carolina, when her car skids off the road during a storm. With her is her four-year-old son, Kyle, a boy with severe learning disabilities for whom she has sacrificed everything. When volunteer fireman Taylor McAden finds her she is unconscious and bleeding, but when she wakes an even more chilling truth becomes clear: Kyle is gone. When confronted by raging fires or deadly accidents, Taylor feels compelled to take terrifying risks to save lives, and the search for Kyle is no exception. But there is one leap of faith Taylor cannot bring himself to make - to commit to a relationship. Will this chance meeting with Denise prove any different?
The Rescue is a novel written by the American author Nicholas Sparks, first published in 2000. It debuted at number 2 on the New York Times Best Sellers list on October 8, 2000, and reached number 1 the following week. Sparks's son, Ryan, was the inspiration for the book.
"
251,255,0375703055,1.8333333333333333,Ellen Foster,Kaye Gibbons,1997,Vintage Books,http://images.amazon.com/images/P/0375703055.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375703055.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375703055.01.LZZZZZZZ.jpg,"
""Filled with lively humor, compassion, and intimacy.""
—Alice Hoffman, The New York Times Book Review

""When I was little I would think of ways to kill my daddy."" With that opening sentence we enter the childhood world of one of the most appealing young heroines in contemporary fiction. Her courage, her humor, and her wisdom are unforgettable as she tells her own story with stunning honesty and insight. An Oprah Book Club selection, this powerful novel has become an American classic.

Winner of the American Academy of Arts and Letters' Sue Kaufman Prize for First Fiction and the Ernest Hemingway Foundation's Citation for Fiction. 
Ellen Foster is a 1987 novel by American novelist Kaye Gibbons. It was a selection of Oprah's Book Club in October 1997.
"
252,256,0553279912,1.8285714285714283,A Is for Alibi (Kinsey Millhone Mysteries (Paperback)),SUE GRAFTON,1987,Bantam,http://images.amazon.com/images/P/0553279912.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553279912.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553279912.01.LZZZZZZZ.jpg,"
A is for Alibi is the first in the Kinsey Millhone mystery series by Sue Grafton.

My name is Kinsey Millhone. I’m a private investigator, licensed by the state of California. I’m thirty-two years old, twice divorced, no kids. The day before yesterday I killed someone and the fact weighs heavily on my mind . . .

When Laurence Fife was murdered, few cared. A slick divorce attorney with a reputation for ruthlessness, Fife was also rumoured to be a slippery ladies’ man. Plenty of people in the picturesque Southern California town of Santa Teresa had reason to want him dead. Including, thought the cops, his young and beautiful wife, Nikki. With motive, access and opportunity, Nikki was their number one suspect. The Jury thought so too.

Eight years later and out on parole, Nikki Fife hires Kinsey Millhone to find out who really killed her husband. But the trail has gone cold and there is a chilling twist even Kinsey didn’t expect . . .

Continue the Alphabet series with another gripping investigation in B is for Burglar.
""A"" Is for Alibi is the first mystery novel in Sue Grafton's ""Alphabet"" series, and was published by Holt, Rinehart and Winston in 1982. Featuring sleuth Kinsey Millhone, it is set in the southern California city of Santa Teresa, the nom de plume for Santa Barbara.
"
253,257,0345378482,1.8269230769230769,The Andromeda Strain,MICHAEL CRICHTON,1992,Ballantine Books,http://images.amazon.com/images/P/0345378482.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345378482.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345378482.01.LZZZZZZZ.jpg,"
From the author of Jurassic Park, Timeline, and Sphere comes a captivating thriller about a deadly extraterrestrial microorganism, which threatens to annihilate human life.
 
Five prominent biophysicists have warned the United States government that sterilization procedures for returning space probes may be inadequate to guarantee uncontaminated re-entry to the atmosphere. Two years later, a probe satellite falls to the earth and lands in a desolate region of northeastern Arizona. Nearby, in the town of Piedmont, bodies lie heaped and flung across the ground, faces locked in frozen surprise. What could cause such shock and fear? The terror has begun, and there is no telling where it will end. 
The Andromeda Strain is a 1969 novel by Michael Crichton, his first novel under his own name and his sixth novel overall. It documents the outbreak of a deadly extraterrestrial microorganism in Arizona and the team of scientists investigating it.
"
254,258,0553560247,1.8253968253968256,Dying for Chocolate (Culinary Mysteries (Paperback)),DIANE MOTT DAVIDSON,1993,Bantam,http://images.amazon.com/images/P/0553560247.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553560247.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553560247.01.LZZZZZZZ.jpg,"Meet Goldy Bear, a caterer with more than just the dirty dishes to worry about! She is bright, opinionated and a wildly inventive chef with a personal life that is a recipe for disaster. Threats from her ex-husband and mounting bills drive her to take on a job as a live-in-chef looking after the cream of Aspen Meadow's society. But just as it starts to look like things are on the up for Goldy, she witnesses the death of her boyfriend Philip in a fatal car crash. Her shock deepens when she is attacked by an unknown assailant. Why is she being threatened? What is the mystery surrounding Philip's death? Aspen Meadow's favorite caterer investigates - sharing both her findings and her recipes.
"
255,259,0515124214,1.8135593220338984,Inner Harbor (Quinn Brothers (Paperback)),Nora Roberts,2001,Jove Books,http://images.amazon.com/images/P/0515124214.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515124214.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515124214.01.LZZZZZZZ.jpg,"
#1 New York Times bestselling author Nora Roberts presents the final novel in the captivating trilogy of three brothers who have come together in a time of need. They honored their father's wish to raise young Seth as their own. And with all of the brothers home again, the Quinn family has never been so strong. But in the months to come, their strength is tested—once again...

Phillip Quinn had done everything to make his life seem perfect. With his career on the fast track and a condo overlooking the Inner Harbor, his life on the street was firmly in the past. But one look at Seth and he's reminded of the boy he once was...

Phillip has intended to fulfill his father's dying request and considered Seth to be a duty. He never expected he would grow to love Seth, and soon his promise to his father became more than just obligation.

Seth's future as a Quinn seems assured—until a stranger arrives in town. She claims to be researching St. Christopher's for her new book, but the true objects of study are the Quinns. Her cool reserve intrigues Phillip. He is determined to uncover her motives, but she is holding a secret that has the power to threaten the life the brothers have made for Seth. A secret that could tear the family apart... forever...
"
256,260,0670892963,1.8113207547169812,Bridget Jones : The Edge of Reason,Helen Fielding,2000,Viking Books,http://images.amazon.com/images/P/0670892963.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670892963.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670892963.01.LZZZZZZZ.jpg,"
9st 2, cigarettes smoked in front of Mark 0 (v.g.), cigarettes smoked in secret 7, cigarettes not smoked 47 (v.g.).
Bridget’s second diary ushers in a reformed woman. She is no longer a smoker (well, not much), the wilderness years are over and Bridget is at last united with man-of-her-dreams Mark Darcy. But things aren’t perfect: there’s an eight-foot hole in the wall of her flat, she’s increasingly worried about a certain boyfriend-stealing beauty and her friends’ mad advice is getting her nowhere – something has to change. And so Bridget decides to embark on a spiritual epiphany to the palm- and magic-mushroom-kissed shores of Thailand. Surely it will be the perfect place to set her life on course once and for all . . .
Bridget Jones: The Edge of Reason is Bridget at her best: funny, wise and as ever, a little bit sloshed. A number-one bestseller, it is, alongside Bridget Jones’s Diary, a modern classic and one of the funniest books you’ll ever read.
‘Glorious . . . there is a laugh on every page’ Sunday Times
‘The best, the original, the seminal’ Mail on Sunday
Bridget Jones: The Edge of Reason is a 1999 novel by Helen Fielding, a sequel to her popular Bridget Jones' Diary. It chronicles Bridget Jones's adventures after she begins to suspect that her boyfriend, Mark Darcy, is falling for a rich young solicitor who works in the same firm as him, a woman called Rebecca.
"
257,261,055357230X,1.8076923076923077,The Clinic (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1999,Bantam Books,http://images.amazon.com/images/P/055357230X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055357230X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055357230X.01.LZZZZZZZ.jpg,"She was found stabbed to death on a street in one of L.A.'s safest neighborhoods. For three months, the police have found no clues to the murder. Now Detective Milo Sturgis turns to his psychologist friend Alex Delaware for help. When Alex delves into her childhood, begins to understand who she was and the entanglements of her life. And then, Alex sets a trap for her killer.
"
258,262,0449003787,1.8055555555555556,"\O\"" Is for Outlaw""",SUE GRAFTON,2001,Ballantine Books,http://images.amazon.com/images/P/0449003787.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449003787.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449003787.01.LZZZZZZZ.jpg,"
'First there was a phone call from a stranger, then a letter showed up fourteen years after it was sent. That's how I learned I'd made a serious error in judgement and ended up risking my life . . .' The call comes on a Monday morning from a guy who scavenges defaulted storage units at auction. Last weekend he bought a stack. They had stuff in them – Kinsey stuff. For thirty bucks, he'll sell her the lot. Kinsey's never been one for personal possessions, but curiousity wins out and she hands over a twenty (she may be curious but she loves a bargain). What she finds amid childhood memorabilia is an old undelivered letter. It will force her to re-examine her beliefs about the break-up of her first marriage, about the honour of her first husband, about an old unsolved murder. And it will put her life in the gravest peril. 'A fascinating insight into what made Kinsey the women she is now' Daily Express 'Grafton's fans will be thrilled with this knockout Kinsey Millhone mystery . . . One of the very best entries in a long-lived and much-loved series' Publishers Weekly
""O"" Is for Outlaw is the 15th novel in Sue Grafton's ""Alphabet"" series of mystery novels and features Kinsey Millhone, a private eye based in Santa Teresa, California.
"
259,264,0345384350,1.8,Icebound,Dean R. Koontz,1995,Ballantine Books,http://images.amazon.com/images/P/0345384350.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345384350.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345384350.01.LZZZZZZZ.jpg,"Icebound is a novel written by Dean Koontz. The book was originally published in 1976 under the title Prison of Ice under Koontz's pseudonym David Axton, and was revised and re-released as Icebound in 1995.
"
260,265,0060977493,1.7936507936507935,The God of Small Things,Arundhati Roy,1998,Perennial,http://images.amazon.com/images/P/0060977493.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060977493.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060977493.01.LZZZZZZZ.jpg,"
The book keeps all the promises that it makes.'— The Booker Prize Citation, 14 October 1997 'A novel of real ambition must invent its own language, and this one does— '— John Updike, The New Yorker 'A masterpiece, utterly exceptional in every way.'— Harpers and Queen 'A banquet for all the senses we bring to reading.'— Newsweek 'A sad story, told very hilariously, very tenderly and very craftily.'— The Pioneer 'It is rare to find a book that so effectively cuts through the clothes of nationality, caste and religion to reveal the bare bones of humanity.'— Daily Telegraph International No 1 bestseller Winner of the 1997 Booker Prize
The God of Small Things is a family drama novel written by Indian writer Arundhati Roy. Roy's debut novel, is a story about the childhood experiences of fraternal twins whose lives are destroyed by the ""Love Laws"" prevalent in 1960s Kerala, India.
"
261,266,0385492081,1.7844827586206895,Into Thin Air : A Personal Account of the Mt. Everest Disaster,JON KRAKAUER,1998,Anchor,http://images.amazon.com/images/P/0385492081.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385492081.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385492081.01.LZZZZZZZ.jpg,"
#1 NATIONAL BESTSELLER • The epic account of the storm on the summit of Mt. Everest that claimed five lives and left countless more—including Krakauer's—in guilt-ridden disarray. 

""A harrowing tale of the perils of high-altitude climbing, a story of bad luck and worse judgment and of heartbreaking heroism."" —PEOPLE

A bank of clouds was assembling on the not-so-distant horizon, but journalist-mountaineer Jon Krakauer, standing on the summit of Mt. Everest, saw nothing that ""suggested that a murderous storm was bearing down."" He was wrong. 

By writing Into Thin Air, Krakauer may have hoped to exorcise some of his own demons and lay to rest some of the painful questions that still surround the event. He takes great pains to provide a balanced picture of the people and events he witnessed and gives due credit to the tireless and dedicated Sherpas. He also avoids blasting easy targets such as Sandy Pittman, the wealthy socialite who brought an espresso maker along on the expedition. Krakauer's highly personal inquiry into the catastrophe provides a great deal of insight into what went wrong. But for Krakauer himself, further interviews and investigations only lead him to the conclusion that his perceived failures were directly responsible for a fellow climber's death. Clearly, Krakauer remains haunted by the disaster, and although he relates a number of incidents in which he acted selflessly and even heroically, he seems unable to view those instances objectively. In the end, despite his evenhanded and even generous assessment of others' actions, he reserves a full measure of vitriol for himself.

This updated trade paperback edition of Into Thin Air includes an extensive new postscript that sheds fascinating light on the acrimonious debate that flared between Krakauer and Everest guide Anatoli Boukreev in the wake of the tragedy.  ""I have no doubt that Boukreev's intentions were good on summit day,"" writes Krakauer in the postscript, dated August 1999. ""What disturbs me, though, was Boukreev's refusal to acknowledge the possibility that he made even a single poor decision. Never did he indicate that perhaps it wasn't the best choice to climb without gas or go down ahead of his clients."" As usual, Krakauer supports his points with dogged research and a good dose of humility. But rather than continue the heated discourse that has raged since Into Thin Air's denouncement of guide Boukreev, Krakauer's tone is conciliatory; he points most of his criticism at G. Weston De Walt, who coauthored The Climb, Boukreev's version of events. And in a touching conclusion, Krakauer recounts his last conversation with the late Boukreev, in which the two weathered climbers agreed to disagree about certain points. Krakauer had great hopes to patch things up with Boukreev, but the Russian later died in an avalanche on another Himalayan peak, Annapurna I.

In 1999, Krakauer received an Academy Award in Literature from the American Academy of Arts and Letters--a prestigious prize intended ""to honor writers of exceptional accomplishment.""  According to the Academy's citation, ""Krakauer combines the tenacity and courage of the finest tradition of investigative journalism with the stylish subtlety and profound insight of the born writer.  His account of an ascent of Mount Everest has led to a general reevaluation of climbing and of the commercialization of what was once a romantic, solitary sport; while his account of the life and death of Christopher McCandless, who died of starvation after challenging the Alaskan wilderness, delves even more deeply and disturbingly into the fascination of nature and the devastating effects of its lure on a young and curious mind.""
Into Thin Air: A Personal Account of the Mt. Everest Disaster is a 1997 bestselling nonfiction book written by Jon Krakauer. It details Krakauer's experience in the 1996 Mount Everest disaster, in which eight climbers were killed and several others were stranded by a storm.
"
262,267,0446607657,1.7843137254901962,When the Wind Blows,James Patterson,1999,Warner Vision,http://images.amazon.com/images/P/0446607657.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446607657.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446607657.01.LZZZZZZZ.jpg,"
Frannie O'Neill, a young and talented veterinarian whose husband was recently murdered, comes across an amazing discovery in the woods near her animal hospital. Soon after, Kit Harrison, an unconventional FBI agent, arrives on Frannie's doorstep. And then there's the child loose in the back woods, 11 year-old Max, one of the most unforgettable and startling creations in thriller fiction.
When the Wind Blows is a novel by James Patterson, followed by the sequel The Lake House. It also served as inspiration for the Maximum Ride spinoff series for teens.
"
263,268,067088300X,1.7818181818181815,The Girls' Guide to Hunting and Fishing,Melissa Bank,1999,Viking Books,http://images.amazon.com/images/P/067088300X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067088300X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067088300X.01.LZZZZZZZ.jpg,"
Generous-hearted and wickedly insightful, The Girls' Guide to Hunting and Fishing is the New York Times bestselling novel by Melissa Bank

The Girls' Guide to Hunting and Fishing maps the progress of Jane Rosenal as she sets out on a personal and spirited expedition through the perilous terrain of sex, love, relationships, and the treacherous waters of the workplace. Soon Jane is swept off her feet by an older man and into a Fitzgeraldesque whirl of cocktail parties, country houses, and rules that were made to be broken, but comes to realise that it's a world where the stakes are much too high for comfort.

With an unforgettable comic touch, Bank skilfully teases out universal issues, puts a clever new spin on the mating dance, and captures in perfect pitch what it's like to come of age as a young woman.

'This chronicle of a New Yorker's relationships has a wit and perceptiveness that singles it out from the crowd' Guardian

'As hilarious as Girls' Guide is, there's a wise, serious core here' Wall Street Journal

'A sexy, pour-your-heart-out, champagne tingle of a read-thoughtful, wise, and tell-all honest. Bank's is a voice that you'll remember' Cosmopolitan
The Girls' Guide to Hunting and Fishing is a 1999 collection of linked short stories by Melissa Bank. The stories follow the main character Jane Rosenal, starting with her life at age 14. The Girls' Guide to Hunting And Fishing spent 16 weeks on The New York Times Best Seller list.
"
264,269,0553572997,1.7787610619469028,The Alienist,Caleb Carr,1995,Bantam Books,http://images.amazon.com/images/P/0553572997.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553572997.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553572997.01.LZZZZZZZ.jpg,"
NEW YORK TIMES BESTSELLER • NOW A TNT ORIGINAL SERIES • “A first-rate tale of crime and punishment that will keep readers guessing until the final pages.”—Entertainment Weekly

“Caleb Carr’s rich period thriller takes us back to the moment in history when the modern idea of the serial killer became available to us.”—The Detroit News

When The Alienist was first published in 1994, it was a major phenomenon, spending six months on the New York Times bestseller list, receiving critical acclaim, and selling millions of copies. This modern classic continues to be a touchstone of historical suspense fiction for readers everywhere.

The year is 1896. The city is New York. Newspaper reporter John Schuyler Moore is summoned by his friend Dr. Laszlo Kreizler—a psychologist, or “alienist”—to view the horribly mutilated body of an adolescent boy abandoned on the unfinished Williamsburg Bridge. From there the two embark on a revolutionary effort in criminology: creating a psychological profile of the perpetrator based on the details of his crimes. Their dangerous quest takes them into the tortured past and twisted mind of a murderer who will kill again before their hunt is over.

Fast-paced and riveting, infused with historical detail, The Alienist conjures up Gilded Age New York, with its tenements and mansions, corrupt cops and flamboyant gangsters, shining opera houses and seamy gin mills. It is an age in which questioning society’s belief that all killers are born, not made, could have unexpected and fatal consequences.

Praise for The Alienist

“[A] delicious premise . . . Its settings and characterizations are much more sophisticated than the run-of-the-mill thrillers that line the shelves in bookstores.”—The Washington Post Book World

“Mesmerizing.”—Detroit Free Press

“The method of the hunt and the disparate team of hunters lift the tale beyond the level of a good thriller—way beyond. . . . A remarkable combination of historical novel and psychological thriller.”—The Buffalo News

“Engrossing.”—Newsweek

“Gripping, atmospheric . . . intelligent and entertaining.”—USA Today

“A high-spirited, charged-up and unfailingly smart thriller.”—Los Angeles Times

“Keeps readers turning pages well past their bedtime.”—San Francisco Chronicle
The Alienist is a crime novel by Caleb Carr first published in 1994 and is the first book in the Kreizler series. It takes place in New York City in 1896, and includes appearances by many famous figures of New York society in that era, including Theodore Roosevelt and J. P. Morgan.
"
265,270,0375725784,1.7761194029850746,A Heartbreaking Work of Staggering Genius,Dave Eggers,2001,Vintage Books USA,http://images.amazon.com/images/P/0375725784.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375725784.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375725784.01.LZZZZZZZ.jpg,"
""I think this book is kind of malleable. I've never really wanted to put it away and be done with it forever -- the second I first 'finished' it, I wanted to dig back in and change everything around. So I'm looking forward to getting back into the text, and straightening and focusing and deleting. Most of all, I'm thrilled that Vintage will be letting me include all the cool chase scenes, previously censored."" -- Dave Eggers

The literary sensation of the year, a book that redefines both family and narrative for the twenty-first century. A Heartbreaking Work of Staggering Genius is the moving memoir of a college senior who, in the space of five weeks, loses both of his parents to cancer and inherits his seven-year-old brother. Here is an exhilarating debut that manages to be simultaneously hilarious and wildly inventive as well as a deeply heartfelt story of the love that holds a family together.

A Heartbreaking Work of Staggering Genius is an instant classic that will be read in paperback for decades to come.

PAPERBACK EDITION -- 15% MORE STAGGERING - Eggers has written 15,000 additional words for the Vintage Canada edition, including an entirely new appendix.
A Heartbreaking Work of Staggering Genius is a 2000 memoir by Dave Eggers. It chronicles his stewardship of his younger brother Christopher ""Toph"" Eggers following the cancer-related deaths of his parents.
"
266,271,0375727345,1.7721518987341771,House of Sand and Fog,Andre Dubus III,2000,Vintage Books,http://images.amazon.com/images/P/0375727345.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375727345.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375727345.01.LZZZZZZZ.jpg,"
When Kathy, a young recovering alcoholic recently separated from her husband, fails to a open a series of tax letters that have been sent to her in error, the State of California seizes the house she and her brother have inherited from her father. The State sells the house at auction to Behrani, a former Iranian Air Force officer. Unable to parley his skills into a job in aerospace in the US, the house represents an entry into real estate and a passport to the future of his family and his own version of the American Dream. For Kathy, its loss is the last of a series of insults life has dealt her. When she becomes involved with a married policeman who takes up her cause, the stage is set for a gut-wrenching tragedy.
House of Sand and Fog is a 1999 novel by Andre Dubus III. It was selected for Oprah's Book Club in 2000, was a finalist for the National Book Award for Fiction, and was adapted into the 2003 film, House of Sand and Fog.
"
267,272,0684872153,1.7717391304347827,Angela's Ashes (MMP) : A Memoir,Frank McCourt,1999,Scribner,http://images.amazon.com/images/P/0684872153.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684872153.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684872153.01.LZZZZZZZ.jpg,"
Angela's Ashes, imbued on every page with Frank McCourt's astounding humor and compassion, is a glorious book that bears all the marks of a classic.

""When I look back on my childhood I wonder how I managed to survive at all. It was, of course, a miserable childhood: the happy childhood is hardly worth your while. Worse than the ordinary miserable childhood is the miserable Irish childhood, and worse yet is the miserable Irish Catholic childhood.""

So begins the luminous memoir of Frank McCourt, born in Depression-era Brooklyn to recent Irish immigrants and raised in the slums of Limerick, Ireland. Frank's mother, Angela, has no money to feed the children since Frank's father, Malachy, rarely works, and when he does he drinks his wages. Yet Malachy -- exasperating, irresponsible and beguiling-- does nurture in Frank an appetite for the one thing he can provide: a story. Frank lives for his father's tales of Cuchulain, who saved Ireland, and of the Angel on the Seventh Step, who brings his mother babies. Perhaps it is story that accounts for Frank's survival. Wearing rags for diapers, begging a pig's head for Christmas dinner and gathering coal from the roadside to light a fire, Frank endures poverty, near-starvation and the casual cruelty of relatives and neighbors--yet lives to tell his tale with eloquence, exuberance and remarkable forgiveness.
Angela's Ashes: A Memoir is a 1996 memoir by the Irish-American author Frank McCourt, with various anecdotes and stories of his childhood. The book details his very early childhood in Brooklyn, New York, US but focuses primarily on his life in Limerick, Ireland.
"
268,273,0316781010,1.7647058823529411,Fortune's Rocks: A Novel,Anita Shreve,1999,Back Bay Books,http://images.amazon.com/images/P/0316781010.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316781010.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316781010.01.LZZZZZZZ.jpg,"
Fortune's Rocks transports the reader to the turn of the twentieth century, to the world of a prominent Boston family summering on the New Hampshire coast...

'No praise is too high for Fortune's Rocks. The book will take hold of you and not let you go until the last word' USA Today

'Exceptionally fine . . . Shreve writes with power and passion' Daily Express

Fourteen-year-old Olympic Biddeford is spending the summer with her parents at their seasonal house at Fortune's Rocks. Her father handles her education himself and is in fact a publisher of mildly liberal literature. One author he admires, who also practises as a physician, comes to visit the house. Forty years old, married with four children, he embarks on an affair with Olympia. They have a swift, passionate summer, torn apart when they are discovered together during Olympic's fifteenth birthday party.

Her parents are mortified and immediately take Olympia back to Boston. When a baby boy is born nine months later, he is taken from her and she finds herself in exile at a ladies college and then as a governess. She decides she must get her child back, which means returning to Fortune's Rocks...
Fortune's Rocks is a 1999 romance novel by bestselling author Anita Shreve. It is chronologically the first novel in Shreve's tetralogy to be set in a large beach house on the New Hampshire coast that used to be a convent. It is followed by Sea Glass, The Pilot's Wife and Body Surfing.
"
269,274,0425154092,1.7608695652173914,From Potter's Field,Patricia Daniels Cornwell,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425154092.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425154092.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425154092.01.LZZZZZZZ.jpg,"
The sixth book in the Kay Scarpetta series, from No. 1 bestselling author Patricia Cornwell.

'America's most chilling writer of crime fiction' The Times

Christmas had never been a particularly good time for Dr Kay Scarpetta. Although a holiday for most, it always seem to heighten the alienation felt by society's violent fringe; and that usually means more work for Scarpetta, Virginia's Chief Medical Examiner. The body was naked, female and found propped against a fountain in a bleak area of New York's Central Park. Her apparent manner of death points to a modus operandi that is chillingly familiar: the gunshot wound to the head, the sections of skin excised from the body, the displayed corpse - all suggest that Temple Brooks Gault, Scarpetta's nemesis, is back at work.

Calling on all her reserves of courage and skill, and the able assistance of colleagues Marino and Wesley, Scarpetta must track this most dangerous of killers in pursuit of survival as well as justice - heading inexorably to an electrifying climax amid the dark, menacing labyrinths of the New York subway.

Praise for the groundbreaking series:

'One of the best crime writers writing today' Guardian

'Devilishly clever' Sunday Times

'The top gun in this field' Daily Telegraph

'Forget the pretenders. Cornwell reigns' Mirror

'The Agatha Christie of the DNA age' Express
From Potter's Field is a crime fiction novel by Patricia Cornwell. It is the sixth book in the Dr. Kay Scarpetta series.
"
270,275,0060921145,1.7586206896551724,Animal Dreams,Barbara Kingsolver,1991,Perennial,http://images.amazon.com/images/P/0060921145.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060921145.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060921145.01.LZZZZZZZ.jpg,"
From Barbara Kingsolver, the acclaimed author of Flight Behavior, The Lacuna, The Bean Trees, and other modern classics, Animal Dreams is a passionate and complex novel about love, forgiveness, and one woman's struggle to find her place in the world.

At the end of her rope, Codi Noline returns to her Arizona home to face her ailing father, with whom she has a difficult, distant relationship. There she meets handsome Apache trainman Loyd Peregrina, who tells her, 'If you want sweet dreams, you've got to live a sweet life'.

Filled with lyrical writing, Native American legends, a tender love story, and Codi's quest for identity, Animal Dreams is literary fiction at its very best.
Animal Dreams is a 1990 novel by Barbara Kingsolver. A woman named Cosima ""Codi"" Noline returns to her hometown of Grace, Arizona to help her aging father, who is slowly losing his struggle with Alzheimer's disease.
"
