,ISBN,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
259,0440234743,0440225701,0425182878,0446604666,0345413873,0446611212,0440236673,0553579983,1559029838,0440241073,0425154092,0440221471,0449003787,0451167317,0380710218,0671867091,0440176484,0446605484,074343627X,0553579754,0446604801
260,0440235162,0671014196,067101420X,0440224624,1400034779,0373825013,0553582135,0060976845,055357230X,0446603589,031298328X,0743437640,0743418174,0446364800,015100692X,0743418204,0440213290,0446611085,0671673688,0553260111,0786868716
261,0440235596,0440122090,0451203771,0440223202,0440224594,0553278029,0316781010,0440213290,0449003787,0140293248,0440215625,0871136791,0449221490,0440221595,0440211263,0553280341,0385335881,0425163407,0425169863,0449221482,044022103X
262,0440236673,0440234743,0440221471,0553582526,044023722X,0609804138,0446607711,0345413873,0440225701,0553582135,0440224764,0440224624,0446359866,0440213290,0385508042,042510107X,0312983824,0679751521,0440214041,0440220602,0446611212
263,0440236703,0553579754,0451160525,0842329129,0061097101,0385505833,0375703063,0449907481,0312983867,0385720106,0312305060,0451184963,0671867113,0441003257,0312966970,0380730138,0446611212,0312980140,0425180638,0671001795,0786867647
264,044023722X,0440236673,044021145X,0446609404,0345447840,0452282829,0440214041,0446607711,0439139600,0440220602,0440414806,0440241073,0380710218,0440213525,0425180638,0743237188,0425182908,0345391055,0312195516,0449003787,014023313X
265,0440241073,0440225701,0446608815,0440234743,0446605484,0425147584,0345391055,0515127833,0345413873,0446611212,0449219364,0449003787,0446607711,0425182878,0312976275,0380731851,044023722X,0671001795,0142000205,0312983867,0440214041
266,0440241162,0515136530,042518630X,031298328X,067101420X,0446610542,0312983271,051513628X,0515128554,0515136379,0515124214,0312980159,0553583441,0515126772,0515130966,051513287X,0515133973,0515128546,0671525743,0515131229,0312966806
267,0440241537,0380710218,0425172546,0553581554,0440214041,0440220602,0553582135,0671537458,0425182908,0451153553,044651652X,0440221471,0440211727,044023722X,0440203856,0446603716,0440202043,0425158632,0440234743,0425180638,0345386108
268,0440414806,0449005615,015100692X,0553272535,044023722X,0061009059,0671793489,0140119906,0060987529,059035342X,0142001805,0679429220,0312983271,0345413903,0439136369,140003065X,0553213172,014029628X,0385721420,0449003795,0440235596
269,0440498058,0440998050,043935806X,0345370805,0380813815,0743225406,0312966091,0070212570,034541389X,038550926X,0553213148,0064400557,0441003257,0671510053,055356773X,080411868X,0316666343,0312971125,0452264464,0670892963,0449212602
270,0440998050,0440498058,0679751521,067088300X,0441003257,0440219078,080410753X,0609804138,0440180295,0316168688,0316769487,0385265700,0140293248,014023313X,0440235596,0345339738,055356773X,0671004573,044022103X,0312305060,080411109X
271,0441003257,0440998050,014023313X,034541389X,074343627X,0385486804,0060987529,0375726403,0671042858,0345361792,014025448X,0743225406,0440498058,0380813815,0449134482,0060392452,0743418204,0440236703,0060391626,1559029838,0553272535
272,0441569595,0743225406,0553578693,0446602620,0345313860,0345422317,0380789019,0385336179,0345351525,080411109X,074343627X,0440180295,0451186362,0345339738,034538475X,0345384466,042513525X,0446604666,0380813815,0345378482,0061009059
273,0446310786,0316769487,0399501487,068484477X,0060958022,0375703861,1573225789,0345342968,0316666343,0140244824,1400031354,037570504X,0446604801,0060915544,0385504209,0345361792,0441569595,0060987103,038542017X,0452260116,0452282829
274,0446359866,0425109720,0425133540,0345402871,0425107469,0345380371,0440225701,0345348036,0553571818,0440236673,0425116840,0440221471,034538184X,0446364193,0425154092,0425122123,0440214041,042510107X,0425158616,0446603589,0440206154
275,0446360589,0553582526,0446607711,0345422317,0425182878,0553564528,0842329242,0440214041,0425174271,0380717018,0345386108,0449221490,014025448X,0440176484,0842329129,0553280368,0842329218,0425163407,0446603589,0440221471,0070212570
276,0446363251,0553289411,0440200563,0671708635,0451197747,0312305060,0553296981,044651652X,0373218192,0446609404,0671525743,0064407675,0451184963,0440193613,0671793489,0385503822,0671880314,0671004573,0553574574,0312291639,0679745203
277,0446364193,0446610038,0446601241,0440193613,0671525743,0553581554,044022165X,0440213525,055357230X,0446607657,0446603716,0440200563,0440207622,0425147363,0671004573,0425158632,0142000205,0440176484,0425133540,0446612545,0385503822
278,0446364800,0553260111,0425158632,0446603589,0446606324,0553279912,0671886665,0440235162,0425133540,0373825013,038550120X,0446364193,0743418174,0553280368,0671014919,0446608890,0449134482,0060391626,0446606189,0060976845,0446610038
279,0446394521,0345370805,080411868X,0316284955,0671027360,0679751521,055357230X,1559029838,0449219461,0316666343,0070212570,0515133973,034541389X,0553569058,014023313X,0553279556,0385474016,0449221512,0553275976,0679772677,0345380371
280,044651652X,0446363251,0446609404,0446608955,0440200563,051511992X,0440241537,0440214041,0312305060,0515136530,0684872153,0385508042,0671537458,0671041789,1573229326,0345386108,0679745203,044022165X,0553581554,0385484518,0446604801
281,0446516538,0440221595,0375702709,037570504X,0671894455,0446611867,0553260111,0670892963,0060915544,0380730138,0440211263,0446608955,0553250426,0515132187,0515126772,0375705856,0553581554,0440219078,0375706771,0553275976,014028009X
282,044651862X,0743436210,0679745203,0425133540,0142000205,0425167313,0375727345,0060391626,0451197747,0671042262,0743237188,0425154092,0316899984,038550120X,038542017X,0553277472,0743460529,0452264464,0312291639,0804114986,034540288X
283,0446532231,080411109X,0060392452,0385730586,0671510053,0553578693,014028009X,0743225406,0060938455,0064472272,0345447840,0345361792,0385504209,0385720106,0670892963,0380002930,0425182878,0375760911,067976402X,0786868716,0441569595
284,0446601241,0446605484,0446611212,0553581554,0446364193,0446603716,0553569910,0425169863,0553582526,042513525X,0446612545,0449212602,0446610038,0671011367,0446604666,0440234743,055356451X,0446606189,0425163407,0671673688,0446607657
285,0446602620,0375726403,0515122734,0743225406,042516098X,0743436210,0553578693,0441569595,0425155404,0452282829,0440122090,0345427637,0440213290,0385508042,034541389X,0140067477,0515133973,0380813815,0671880314,0440225701,1559029838
286,0446603589,0812550706,0345353145,0425083837,0451167317,0345402871,0743436210,0553583441,0553582127,0425122123,034541389X,0451156609,0440176484,0446604666,0440213290,0425182878,0440224624,0345380371,0440221471,0553260111,0440200563
287,0446603716,0446606189,055357230X,0440176484,0380718332,0312976275,0446609404,0446604801,0425180638,0671537458,0449003787,0440220602,0446601241,0425182908,0425147622,0553581554,0345386108,0446364193,0380718340,0553582135,0446610038
288,0446604666,0553582135,0553578693,0440234743,0425182878,0312282990,0553579754,0515130966,0553583441,0446603589,0345391055,0553580191,0440213290,0446607711,0446608890,0312976275,0446611212,0671042262,0446601241,0312265867,0679745203
289,0446604801,0671014919,0671673688,0446609404,0671004573,055357230X,0671867091,0440193613,0425182908,0451172817,0446603716,0446606189,0380718340,0446612545,0312976275,0671011367,0440213525,0440176484,0439139600,0425180638,0671568175
290,0446605239,0446608955,0440200563,0312291639,0316168688,0446610399,0316601950,0316569321,0385484518,0440193613,0446672211,0312305060,0312195516,0446603589,0553260111,0786868716,0312966970,0142000205,0679746048,1558743669,0375707972
291,0446605484,0446611212,0446601241,0440241073,0446608815,0440214041,0345413903,034541389X,0440234743,0446610038,0446612545,0671004573,0425163407,0446606189,0425145638,0671793489,0446609404,055356451X,0345370775,0679772677,0425169863
292,0446606189,0446603716,0671042262,055357230X,0743460529,0425169863,0425163407,0671004549,0440201926,0671758896,0312976275,0446604801,0515120618,0440176484,0425182878,0425147622,0671001795,0312966091,0449221482,0380718332,0553279912
293,0446606324,0440122090,0425116840,0446608890,0451203771,0440224764,0446364800,0425158632,0312195516,0425147584,0446610100,0060987561,0440221471,0312976275,0743418204,0515131229,0446359866,140003065X,0553581554,0425133540,042510107X
294,0446606812,080410526X,0316969443,0425163407,014100018X,0446608955,155874262X,0743460529,0312265867,080410753X,0440206154,0385508042,0451203895,0515128554,0312980140,0425169863,0440202043,0446611867,0743437640,0380018179,0671867113
295,0446607657,044022165X,0446364193,0345378490,0446601241,0553292722,0440222656,0446605484,0671894455,0446611212,0451524934,0553579606,0451197747,0385505833,0446606189,0671001795,0553579754,0553582755,0425109720,0446359866,0440213525
296,0446607711,0345422317,0449003787,0446360589,0440236673,0553582135,0440213290,0345391055,0446604666,044023722X,0440241073,0553579754,0385335881,0446611867,0671004573,0671014919,0767900383,0425143325,014029628X,1573229326,0425147363
297,0446608815,0440241073,055357230X,0425182908,0446605484,074343627X,0449223604,0449219364,0553580221,0345413873,0425182878,0064472272,0446606189,0425121631,0345391055,0446611085,0425163407,0446610038,0425180638,0446603716,0385720106
298,0446608890,0553578693,0380731851,0671014919,0743412028,0743436210,0060391626,0553280368,0425182908,0671027387,0446609404,0609804138,0446606324,0446610399,0446604666,0671042572,0449005615,0446604801,0671042262,0345413903,014100018X
299,0446608955,0446605239,0553581554,0446610399,0440211263,014028009X,0425189031,0515136530,044651652X,0316168688,0671525743,0553582135,0064407675,0373483503,0440200563,0440193613,0671041789,0515135062,051511992X,0385720106,0440226430
300,0446609404,0425182908,0425180638,0446604801,0440226104,0446603716,0553578693,0440213525,0425172546,0446363251,0451177096,044651652X,0553582135,0671004573,044023722X,0446608890,0425155404,0671793489,0345386108,0440214041,0553280368
301,0446610038,0446364193,0446612790,055357230X,0671004530,0385503822,0440193613,0671525743,0446612545,0553579754,0425133540,0671001795,0671793489,0446603716,0061009059,0425182878,0671867091,0446605484,0312966091,0743460529,0312976275
302,0446610100,0449003795,0451203771,0380710218,042513699X,0425178579,014100018X,0345413903,0440224624,0609804138,0425163407,0804114986,0446606324,0553579754,0440235596,0060391626,0671042572,0804105820,0553268880,0446608955,0385265700
303,0446610399,0671525743,0312291639,0446608955,0515130966,042518630X,0515136530,0425189031,0373483503,0553578693,0446608890,0446609404,0345447840,0671042262,0316168688,0515120618,0385336179,0312974256,0671011367,0515135062,0553273914
304,0446610542,0312980159,0440241162,0440200563,0312983824,0373825013,0553579606,0312971346,051513628X,0312966970,031298328X,0440201926,0515136530,0440176484,042518630X,0312980140,0671525743,0440203856,0515120618,0312976275,0553571885
305,0446611085,0440224594,1558744150,0440193613,0515133973,0743418204,0446608815,0375700757,0786868716,0515127833,0440221595,0385508042,0440223202,0515122734,0451172817,0312195516,0440213290,0440211263,0345422317,0553582526,0440235162
306,0446611212,0446605484,0446601241,0440234743,0671673688,0553578693,0671011367,0553579754,0451167317,0440241073,0553268880,055357230X,0671867172,0446612790,0446604666,0446603589,0312983867,0345370775,0679772677,055356773X,0380718340
307,0446611867,0440211263,0553273914,0671004573,0446607711,0743418204,0345422317,0515126772,0446516538,0804105820,0373483503,0312971125,0425155404,0375760911,0345361792,0446609404,0553564528,0671014919,0553579754,0312265867,0515122734
308,0446612545,0425133540,0425158632,0553582526,0446610038,0446604801,0446605484,0446601241,0671014196,0446364193,0425107469,0671042262,0446606189,055356451X,034540288X,0385503822,006016848X,0425147584,0671867091,0385508042,044651862X
309,0446612790,0553578693,0446610038,0671001795,0380717018,0842329218,0553579754,034541389X,0671011367,0312966091,0804114986,0446611212,0385722206,014100018X,1400031354,0671042572,0842329129,0385503822,0553582526,0312282990,0312966970
310,0446670251,0609804138,0375702709,067088300X,0553573136,0140293248,0743237188,015100692X,0446675059,0375727345,014100018X,0767905180,0375707972,0679746048,0316780375,0316781266,0425162443,0679751521,0553272535,0449212602,0312195516
311,0446672211,0316666343,0060987561,0345447840,0671888587,0671525743,0142000205,0316569321,038079487X,0671867091,0743418131,0316601950,0804106304,0449221490,0446605239,0060934417,0385265700,0449223604,0316969443,042513699X,1558743669
312,0446675059,0345445848,0446670251,0375702709,0060987103,0804108749,0345447840,068484477X,0345438329,1573229326,0743237188,0312966091,140003065X,0060987529,0671001795,0786868716,0767905180,0345465083,0312282990,0312278586,038550926X
313,0449003787,0449221512,0449221504,0449221482,0345413873,0553279556,0449219461,0553280368,0553271636,0553279912,0449219364,0553284789,0312976275,0449221490,0449223604,0553280341,0380718332,0440213290,0425154092,0449003795,0446607711
314,0449003795,0553271636,0449221504,0449221482,0449219461,0553280341,0449219364,0449221490,0553280368,0449221512,0449003787,0345413903,0553284789,0446610100,0553279556,0553279912,0312990456,0425182908,0425182878,0671014919,0316601950
315,0449005615,015100692X,0316780375,0385721420,0440414806,0375700757,0609804138,0679429220,0767900383,0446608890,067088300X,0312983271,0452264464,034541389X,0064407675,0060987529,0380789035,0440235596,0312195516,0671510053,0373218192
316,0449134482,0380018179,0671888587,0440220602,0441003257,0345391055,0312924585,0345387651,0553279912,0440234743,031298328X,0743436210,0425115801,0345402871,0345370775,0451167317,044021145X,0446364800,0375703861,0671537458,0451183665
317,0449212602,0451524934,080410753X,0312195516,0060987529,0385474016,0679772677,034541389X,0345313860,0446601241,0060928336,0553268880,0345361792,1559029838,0446670251,0553574574,0743225406,0786868716,0385722206,0684874350,0316780375
318,0449219364,0553284789,0449219461,0553280341,0553271636,0449221512,0553279556,0449223604,0449221482,0449221504,0553280368,055357230X,0449003787,0449003795,0553279912,0385335881,0446608815,0449221490,0440219078,0312966970,0440241073
319,0449219461,0449221512,0553279556,0449219364,0553284789,0553271636,0449221482,0553280368,0553280341,0449221504,055357230X,0449003787,0553279912,0449223604,0449003795,0671673688,034538184X,0380718332,0425182908,0425163407,0312971346
320,0449221482,0449221512,0449221504,0553279556,0449219461,0449221490,0553280368,0449223604,0553284789,0449219364,0449003787,0553280341,0553279912,0449003795,055357230X,0553271636,0446606189,0449223612,1559029838,0553278029,0425163407
321,0449221490,0449221504,0449223604,0449221482,0553279556,0553280368,0449221512,0553279912,0553284789,0449003787,0553280341,0449003795,055357230X,0440176484,0345413873,0380718332,0671014919,0439139600,0449219364,0425163407,0553278029
322,0449221504,0553280368,0553271636,0449221512,0449221482,0553279556,0449221490,0553279912,0553280341,0449003787,0449219461,0449003795,0449219364,0449223604,0553284789,055357230X,0380718332,0553278029,0425182908,0345413873,0440223202
323,0449221512,0449221482,0553279556,0449219461,0553284789,0449221504,0553280368,0553280341,0449219364,0553279912,0553271636,0449003787,0449221490,0449223604,055357230X,0449003795,0449223612,0671011367,0380718332,0446364193,0375725784
324,0449223604,0449221490,0449221482,0449219364,0553284789,0449221512,0553280341,0553279556,0449219461,0449221504,0449003787,0553280368,0553279912,0553271636,0449223612,0446608815,0425163407,0449003795,0375725784,0439139600,0385508042
325,0449223612,0553280341,0553279556,0553280368,0449223604,0425182908,0425172546,0449221512,055357230X,0449221482,0446604801,0060391626,0449219364,0449219461,0767900383,0446609404,0553284789,1400031354,0312966091,0671004549,0671021001
326,0449907481,0679772677,0553275976,0553569058,0312282990,0425162443,067088300X,0671510053,0440236703,0446670251,014023313X,0609804138,0060977493,044022103X,015100692X,0380718340,0060915544,0375725784,038550926X,0385730586,0060987529
327,0451153553,067102423X,0451156609,042513525X,0451176464,0385503822,0451181379,0440203856,0671867172,0345386108,0345384350,074343627X,0425107469,0451184963,0425124347,0451172817,0671014919,0373218192,0671004573,0440224675,0064400557
328,0451156609,0451167317,067102423X,0451176464,0425124347,0451153553,0671042858,0451172817,0451186362,074343627X,0425107469,0671024248,0451184963,0671041789,0671004565,042513525X,0451177096,0425115801,0446603589,0553580221,0345384350
329,0451160525,0345384350,0440236703,0425145638,0425109720,0345313860,042513525X,0312974256,0345351525,034538475X,0671042858,0671004107,044021145X,0609804138,0451186362,0684801523,0553572997,0671673688,067102423X,0451524934,0451153553
330,0451166892,0345350499,0440203856,0440215625,0452282152,0743225406,0380002930,0440235596,0316666343,0684872153,0679772677,015100692X,0316969443,0142001430,0345443284,0142001740,0316284955,0316899984,0380718340,0440223202,0449219364
331,0451167317,0451176464,0451156609,067102423X,0451172817,0671673688,0671867113,042513525X,0425124347,0425107469,0451184963,0451177096,0671042858,0446603589,0345386108,0671004565,0440234743,074343627X,0671024248,0425115801,0671004549
332,0451172817,0451184963,0451156609,0671042858,0451167317,0451176464,074343627X,0671024248,0345386108,0425107469,0446604801,0553578693,067102423X,0451153553,0671041789,0312983867,0553580221,0451186362,0451177096,0671004565,0671670689
333,0451176464,0451167317,0451177096,0451156609,067102423X,042513525X,0451186362,0451153553,0451172817,0451184963,0671024248,0671042858,0345384350,0425107469,0425155404,0553580221,0553582755,0425124347,0671793489,042510107X,0671758896
334,0451177096,0345384350,0451176464,0553580221,0553580191,0425107469,0671673688,0671024248,0451167317,0451184963,0451156609,042513525X,0451181379,0671758896,0345386108,0446609404,0671888587,0671014919,0553582755,0425124347,0451172817
335,0451181379,0671867172,0345384350,0671004565,0425107469,0425121631,0671568175,0345386108,0451153553,042513525X,0425124347,0671673688,0451177096,0425115801,0451176464,0671014919,0451156609,0440200989,034538184X,074343627X,0671867156
336,0451183665,0440213525,0345370775,0440214041,044022165X,0312924585,0451186362,0375703861,055357230X,0345404114,0449134482,0380718340,044021145X,0671670689,0451203895,0440224675,0380710218,0451176464,0425122123,0440221471,0440220602
337,0451184963,0451172817,0671024248,0451156609,0451176464,0451167317,0553579754,0451186362,0671888587,0425107469,0451177096,0671014919,042513525X,0671004573,0451153553,0553580221,0446363251,0671042858,0446604801,0345386108,0671867172
338,0451186362,067102423X,0451156609,0451176464,0671042858,0451184963,0671888587,074343627X,0451167317,0671867156,0451172817,0425115801,0345384350,0671024248,0451153553,0671867113,042513525X,0425154092,0425180638,0441569595,0451177096
339,0451197747,0679744398,0743225406,0446363251,0440200563,0312291639,0312195516,0671525743,0385505833,0345378482,0312305060,044651862X,0345439104,0375502238,0316569321,0440193613,0684801523,0553296981,0375703063,0440224675,0316168688
340,0451202341,038079487X,0375703063,0345445848,0312291639,0375706771,0452282829,0345443284,0316569321,0316899984,0140298479,0385505833,0064472272,0140244824,068484477X,0743225406,0375727345,0142001430,0451197747,0060987103,0375702709
341,0451203771,0440235596,0440223202,0446610100,0446606324,0440224624,0553279556,0515131229,068484477X,0449221504,0515132020,051513287X,0449221490,0449003787,0449221512,0440202043,0440241537,0312971125,044022103X,0440213290,0515130389
342,0451203895,0553273914,0141000198,0345465083,0140298479,0671880314,0446606812,0425167313,0385730586,0312278586,0375725784,0060977493,0679735909,0375703861,0451183665,0439139600,0345404114,0449134482,0345445848,0385420161,0671014196
343,0451524934,0449212602,0316769487,0440180295,0345313860,034538475X,0684801523,0312195516,0345337662,080411109X,0312305060,015100692X,0446605484,0345342968,0440219078,0451160525,0345417623,0399501487,0142000205,0446607657,0446611212
344,0452260116,0345350499,0060977493,037570504X,0316899984,0804108749,0671038184,0452282829,0345384466,0345387651,0345443284,0140244824,038079487X,0375707972,0446310786,0425158616,0380730138,0440236703,0380718340,0375703861,068484477X
345,0452264464,0316780375,0380002930,1573225789,0060987561,0449005615,044651862X,0345384466,0316899984,0804114986,0679744398,0684801523,0060977493,0451197747,0743237188,0553578693,0440498058,0064400557,0316776963,0446608890,067976402X
346,0452282152,0312195516,014029628X,044022103X,0070212570,0451166892,0440998050,0156027321,0804106304,0609804138,080410526X,0316969443,0440212561,0385720106,055321313X,0345387651,068484267X,0375706771,0446608815,0440122090,0064407667
347,0452282829,0671038184,0743237188,0316569321,0316899984,0375727345,0142000205,0515135062,080411109X,0380730138,0743225406,0345439104,0375707972,0375702709,038079487X,037570504X,044023722X,0804114986,0312291639,0375706771,0446602620
348,051511992X,0515133973,0671525743,0515122734,0515127833,0440193613,0515126772,0515136379,0440200563,0515128554,0515121843,067101420X,0440211263,0385503822,0515136530,0515120618,0553571885,0515130966,0375502238,0553277472,0312983824
349,0515120618,0671525743,0515132020,0515128554,0373483503,0515130966,0515122734,055356160X,0515121843,0425189031,0743460529,0515127833,051512608X,0743437640,0671004549,0440201926,0515136379,0515128546,051513287X,0440176484,0553569910
350,0515121843,0515124214,051512317X,0515122734,0515128554,0515127833,0515128546,0425189031,0515126772,051512608X,0373484224,0515135062,0373483503,0515132020,0373483694,0515120618,0515133973,051513287X,0515130389,0515136379,0515131229
351,0515122734,0515127833,0515121843,0515133973,0515124214,0515120618,051512317X,0671525743,0515126772,051511992X,0515128554,0440122090,0515132020,0446602620,0425189031,0743437640,051512608X,0385508042,051513287X,0373483503,0671693816
352,051512317X,0515124214,0515121843,0515128554,0373484224,0515128546,0515127833,051512608X,0515126772,0515135062,0373483503,0515122734,0425189031,0515130389,0515132020,0515133973,0373483694,0515120618,051513628X,0515132187,0425178579
353,0515124214,051512317X,0515121843,0515128554,0515128546,0425189031,0515127833,0515122734,0373484224,0515126772,0515132020,051513628X,051512608X,0373483694,0515133973,0515130389,0515136379,0515135062,042518630X,0515120618,0373483503
354,051512608X,0373218397,0515132020,0373218400,0373483503,0373218036,051512317X,0515130389,0515135062,042518630X,0373218192,0515121843,0425189031,0373484003,0515126772,051513287X,0515128546,0515132187,0373484224,0440201926,0515128554
355,0515126772,0515128554,0515128546,0373483503,042518630X,0515127833,051512317X,0373484224,0515121843,0373218192,051513287X,0425189031,051512608X,0373218036,0373218397,0515124214,0515132020,0515130389,0515136379,0515122734,0515132187
356,0515127833,0515122734,0515133973,0515121843,0515128554,051512317X,0515126772,0373483503,0515124214,0425189031,042518630X,0515120618,0671525743,0743437640,051511992X,0515132020,051513287X,0440122090,0553571818,0515130389,0373484224
357,0515128546,0515128554,0515126772,0373484224,0515124214,0515121843,051512317X,0373483503,0515132020,0425189031,042518630X,051512608X,0515131229,051513287X,0373484003,0515133973,0373483694,0515130389,0515120618,0373218192,0373218397
358,0515128554,0515126772,0515128546,0373483503,0425189031,0515121843,042518630X,0515124214,051512317X,0515127833,0373484224,0373484003,0515131229,0515132020,0515120618,051513287X,0515132187,0515135062,051512608X,0515130389,0373218397
359,0515130389,051512608X,0515136379,0515131229,0515126772,051512317X,0515128554,0515132020,051513628X,042518630X,0515128546,0373484224,0373218397,0515124214,0373483503,0515121843,051513287X,0515127833,0425189031,0515135062,0425178579
360,0515130966,0671525743,055356160X,0515136530,0425189031,051513287X,0373483503,0515120618,042518630X,0553569910,0553582127,0515136379,0515132020,0553571885,0515133973,0515135062,0312974256,0515122734,0515128554,0425178579,0553277472
361,0515131229,0515132020,051513287X,042518630X,0373483503,0515136379,0373484224,0515128554,0515130389,0425189031,0515128546,0373484003,0373218400,051513628X,0515126772,0373483694,0515121843,0425178579,0515120618,051512608X,0373218397
362,0515132020,0515131229,051513287X,051512608X,0515135062,0373483503,0425189031,042518630X,0515132187,0515128546,0515136379,0515120618,0515128554,0373218400,0515126772,0515121843,051512317X,0515130389,0373484003,0515124214,0373484224
363,0515132187,0515135062,0515132020,0425189031,042518630X,0515128554,051512608X,051513287X,0515126772,0373483503,0373218400,0515121843,051512317X,0515130966,0515136530,0373218397,0515131229,0553583441,0671525743,0515128546,0312974256
364,051513287X,0515131229,0515132020,0373218400,042518630X,0373483503,0515136530,0425189031,0373484224,0373218397,0515130966,0515136379,0515126772,0373483694,051512608X,0515128554,0515132187,0515128546,0515135062,0515133973,0671525743
365,0515133973,0515127833,0373484224,0515122734,051511992X,0743437640,0515121843,0515128546,0425189031,051513287X,0515126772,0671670689,051512317X,0373483503,0515124214,0440221595,0515128554,0671525743,051513628X,0440200563,0440201926
366,0515135062,0515132187,0515132020,0425189031,051512608X,051512317X,0515121843,0515128554,051513287X,0373483503,0515126772,0452282829,0515124214,042518630X,0515130389,0515130966,0515127833,0671525743,0373218397,0515136379,0312974256
367,051513628X,0515136379,0515136530,042518630X,0425189031,0515131229,0515124214,0515130389,0373484224,0373218192,051513287X,0515126772,0515132020,0553571885,0515133973,0425178579,0440241162,0515128546,0553569910,0373218397,051512317X
368,0515136379,051513628X,0515136530,042518630X,0425189031,0515131229,0515130389,051513287X,0515132020,0515126772,0373218397,0373483503,0671525743,0515130966,051512608X,0373218192,0671042262,0515120618,051511992X,0515121843,0515124214
369,0515136530,0515136379,0671525743,042518630X,051513628X,051513287X,0515130966,0425189031,0373483503,0373218036,0440241162,0553583441,067101420X,0373218400,0515126772,0425178579,0515128554,0515120618,0515132020,0373218397,0446608955
370,055321313X,0553213172,0553213148,0385508042,0440176484,0671525743,0553272535,0312305060,0553572997,0440219078,0679751521,059035342X,0671867091,0553569910,0439139600,0671004573,0515120618,0316284955,0671867172,014023313X,0451172817
371,0553213148,0553213172,055321313X,0671525743,0440498058,0842329242,0743437640,059035342X,0440219078,0671793489,0553569910,0345370805,0515120618,0440176484,0439136369,0553272535,0553571885,0440223202,0671886665,0842329129,0439064872
372,0553213172,0553213148,055321313X,0671525743,0553571885,0671886665,0553569910,0440219078,0439136369,0515120618,0553274295,0553272535,0440414806,0743460529,038572179X,0679751521,051513628X,0842329242,0380789019,0140298479,0671793489
373,0553250426,0553250531,0553289411,0312195516,0140119906,0446363251,0380710218,0380730138,0425109720,0060930535,0671041789,0385722206,0345370805,0380002930,0671708635,0060915544,0446516538,0345387651,0385720106,0312305060,0553579983
374,0553250531,0553250426,0553289411,0380730138,0345387651,1400034779,0064400557,0385722206,0345350499,0345443284,0446363251,0553582526,0425169863,014029628X,0425162443,0425167313,0786868716,0553571818,080410753X,067976402X,0060987561
375,0553260111,0446364800,0380710722,0312924585,0440214041,0446603589,0451156609,0440221471,0553274295,0060928336,067102423X,0451153553,0440201926,0446516538,0440213525,0440236673,0743418174,0446605239,0345313860,0671041789,0345384466
376,0553268880,042513525X,0440122090,0440215625,0446611212,0312282990,051511992X,0345417623,042513699X,0316569321,0425167313,0312195516,0449212602,0446601241,014023313X,0375707972,055356160X,0425121631,0446607711,0375502238,0871136791
377,0553271636,0553279556,0449221504,0553280341,0449219461,0449219364,0553284789,0449221512,0449003795,0553280368,0553279912,0449003787,055357230X,0449223604,0449221482,0449221490,0425182908,0671673688,0380718332,0425163407,034538184X
378,0553272535,0671004573,034538184X,0440176484,0671568175,080411109X,0671867091,0671793489,0609804138,055321313X,0440414806,0439136369,0671014919,0440200563,0671525743,0446604801,0440201926,0440219078,0440211263,0440203856,0446670251
379,0553273914,034540288X,0671004549,0446611867,0671888587,0671758896,0425155404,0671004573,0446610399,0671014919,0451203895,0060977493,0671011367,0671880314,055356160X,0312291639,0345370805,0440234743,0375502238,0449223612,0671867091
380,0553274295,0345413903,0345339681,0553260111,0767900383,0385420161,0060930535,0553213172,0345370805,0345445848,034541389X,055321313X,0060928336,0671880314,0440219078,044021145X,0375700757,0671004565,0804114986,037570504X,0671617028
381,0553275976,0449907481,0142001805,0345380371,0425145638,0312282990,0064407667,014023313X,0345438329,0385479565,0679735909,0345370775,0060392452,0679751521,0060987529,0671004107,067088300X,0385474016,0385504209,0804111359,0670892963
382,0553277472,0515130966,051511992X,055356160X,0671525743,0345361792,0316780375,044651862X,034538475X,038542017X,0060391626,0425189031,0440180295,0374199698,0345313860,0375706771,0373483503,0515133973,0375703055,0345384466,0440224624
383,0553278029,0440235596,0871136791,055356160X,0380718332,0553280368,0425158616,0449221504,0425163407,0440122090,0553582526,0425162443,0553574574,0425147584,0449221490,044022103X,0345438329,0449221482,0316781010,0553572997,0440213290
384,0553279378,0440219078,0345361792,0671525743,0515133973,0440176484,0684872153,0671568175,0671867091,0440200989,1558745157,0671014919,0446606189,0439139600,0440200563,0515122734,0671003755,0515127833,0440221595,0671004573,1558743669
385,0553279556,0449221512,0449219461,0553271636,0553284789,0553280341,0449221504,0449221482,0553279912,0449219364,0553280368,0449221490,0449003787,0449223604,055357230X,0449223612,0380718332,0380718340,0312924585,0449003795,0312971346
386,0553279912,0449221504,0553279556,0449221512,0553280368,0553284789,0553280341,0449221490,0553271636,0449221482,0449219461,0449003787,0449219364,0449223604,0449003795,0446606189,055357230X,0446604801,0345413865,0375725784,0446610038
387,0553280341,0553284789,0553271636,0449219364,0553279556,0449221512,0553280368,0449221504,0449219461,0449221482,0553279912,0449223604,0449223612,0449003795,0449003787,0449221490,0312966970,0743418131,0743225406,0345413873,0060391626
388,0553280368,0449221504,0449221512,0553280341,0553279556,0449219461,0449221482,0449221490,0553271636,0553279912,0553284789,0449219364,0449003787,0449003795,0449223604,0345413873,0446608890,0449223612,055357230X,0553278029,0767900383
